City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Katobu,100,ID,1566567729,85,-4.94,122.53,74.44,6.38
Marathon,75,CA,1566567731,82,48.72,-86.38,55.4,6.93
Wajid,32,SO,1566567732,36,3.81,43.25,90.28,20.29
Ruteng,3,ID,1566567733,92,-8.61,120.46,69.4,3.94
Thessalon,90,CA,1566567734,67,46.26,-83.55,62.6,6.13
Huejucar,97,MX,1566567736,87,22.35,-103.22,60.22,2.19
Mezofalva,0,HU,1566567737,55,46.93,18.77,87.01,5.82
Kurilsk,100,RU,1566567738,92,45.23,147.88,56.44,17.49
Iturama,0,BR,1566567739,31,-19.73,-50.2,83.08,6.13
Solnechnyy,100,RU,1566567741,99,50.72,136.64,54.28,3.36
Delijan,0,IR,1566567742,11,33.99,50.69,84.7,11.3
Anchorage,20,US,1566567743,62,61.22,-149.89,55.4,3.36
Aasiaat,0,GL,1566567744,87,68.71,-52.87,40.06,6.78
Granard,97,IE,1566567746,72,53.78,-7.49,68.86,10.13
Tilichiki,26,RU,1566567747,95,60.47,166.1,51.04,0.92
Erzin,20,TR,1566567748,39,36.95,36.2,95.0,12.75
Chekhov,0,RU,1566567749,46,55.14,37.45,79.0,4.47
Portobelo,20,PA,1566567750,78,9.55,-79.65,82.99,2.24
Ponta Delgada,40,PT,1566567752,88,37.73,-25.67,77.0,10.29
Tura,75,RU,1566567753,72,64.27,100.22,53.38,2.3
Florianopolis,0,BR,1566567742,77,-27.6,-48.55,72.0,11.41
Vagur,100,FO,1566567756,96,61.47,-6.81,50.5,19.3
Mattru,94,SL,1566567757,60,7.62,-11.83,84.88,8.25
Oranjemund,0,ZA,1566567758,56,-28.55,16.43,63.46,9.26
Uaua,2,BR,1566567761,37,-9.84,-39.48,82.9,15.99
Maldonado,0,UY,1566567567,93,-34.91,-54.96,48.2,2.24
Srivardhan,62,IN,1566567763,86,18.03,73.02,79.84,6.22
Murakami,100,JP,1566567764,82,38.29,139.58,74.26,14.5
Nabire,81,ID,1566567765,98,-3.36,135.5,69.94,4.18
Kashary,79,RU,1566567767,43,49.04,41.01,85.6,9.17
Zonguldak,20,TR,1566567768,55,41.25,31.83,86.0,5.82
NEDJO,100,ET,1566567769,88,9.5,35.5,63.28,7.61
Codrington,9,AU,1566567771,87,-28.95,153.24,48.99,8.05
Aitape,80,PG,1566567772,85,-3.15,142.36,76.96,4.12
Kropotkin,100,RU,1566567773,19,45.43,40.58,97.0,9.1
Burias,100,PH,1566567774,83,11.45,122.55,75.52,3.11
Santa Cruz de Tenerife,0,ES,1566567775,69,28.47,-16.25,80.6,16.11
San Matias,0,BO,1566567777,25,-16.36,-58.4,94.6,10.02
Ishigaki,58,JP,1566567778,81,24.34,124.16,84.34,28.66
Allada,40,BJ,1566567779,74,6.67,2.15,82.4,19.46
Jinka,94,ET,1566567780,87,5.79,36.57,68.86,2.95
Rzhyshchiv,0,UA,1566567781,53,49.97,31.05,77.0,15.66
Ejea de los Caballeros,33,ES,1566567782,33,42.13,-1.14,90.0,9.17
Berlevag,40,NO,1566567784,81,70.86,29.09,50.0,6.93
Amurzet,92,CN,1566567787,97,47.69,131.09,56.08,5.03
Toamasina,75,MG,1566567788,64,-18.17,49.38,73.4,10.29
Radyvyliv,0,UA,1566567789,53,50.13,25.25,72.28,8.68
Iquique,90,CL,1566567546,67,-20.22,-70.14,59.0,5.82
Glendive,75,US,1566567791,100,47.11,-104.71,66.0,9.17
Nuevo Progreso,1,US,1566567793,74,26.05,-97.95,86.0,5.82
Barabinsk,8,RU,1566567794,60,55.35,78.35,61.12,8.03
Dingle,100,PH,1566567795,87,11.0,122.67,75.52,7.99
Bojnurd,0,IR,1566567796,11,37.47,57.33,89.6,13.87
Broken Hill,0,AU,1566567797,51,-31.97,141.45,51.8,9.17
Agnibilekrou,100,CI,1566567799,92,7.13,-3.2,75.88,3.09
Hami,17,CN,1566567800,22,42.84,93.51,81.46,7.65
Filadelfia,0,PY,1566567801,24,-22.35,-60.04,76.78,6.62
Muisne,75,EC,1566567802,88,0.61,-80.02,75.2,6.93
Port Blair,88,IN,1566567803,80,11.67,92.75,82.72,23.78
Gambo,100,CF,1566567805,79,4.65,22.26,78.94,1.43
Baijiantan,93,CN,1566567806,28,45.63,85.18,71.74,11.05
Narsaq,75,GL,1566567807,61,60.91,-46.05,46.4,4.7
Uppsala,75,SE,1566567808,93,59.86,17.64,64.0,9.17
Dalvik,75,SE,1566567810,100,57.79,14.13,66.0,13.87
Matagami,35,NG,1566567812,88,9.67,8.4,75.16,8.28
Tabou,99,CI,1566567813,83,4.42,-7.36,77.5,8.48
Cayenne,0,GF,1566567814,66,4.94,-52.33,86.0,4.7
Troitskoye,100,RU,1566567815,94,52.98,84.68,53.02,4.36
Batsfjord,75,NO,1566567817,70,70.63,29.72,51.8,10.29
Urusha,100,RU,1566567818,94,54.05,122.9,52.84,1.54
Buraydah,20,SA,1566567819,15,26.33,43.97,105.8,9.17
North Bend,90,US,1566567820,100,43.41,-124.22,51.8,19.48
Cururupu,50,BR,1566567821,61,-1.82,-44.87,86.32,6.15
Baykit,100,RU,1566567823,75,61.68,96.39,52.3,2.8
Chumikan,22,RU,1566567824,99,54.72,135.31,40.78,0.89
Brae,75,GB,1566567825,93,60.4,-1.35,57.2,10.29
Uribia,65,CO,1566567826,54,11.71,-72.27,90.1,14.61
Honjo,100,JP,1566567828,83,39.38,140.05,75.16,18.37
Karlshamn,20,SE,1566567829,56,56.17,14.86,75.99,11.41
Maningrida,41,AU,1566567830,59,-12.05,134.23,62.74,5.46
Darhan,100,MN,1566567831,84,49.49,105.92,56.44,2.73
Camacupa,0,AO,1566567832,19,-12.02,17.48,78.4,7.85
High Level,75,CA,1566567833,87,58.52,-117.13,44.6,5.75
Cervo,75,BR,1566567835,82,-22.19,-46.24,60.8,1.28
Forestville,75,CA,1566567582,59,48.74,-69.09,62.6,25.28
Pangai,30,TO,1566567838,90,-19.8,-174.35,78.22,11.18
Kattivakkam,40,IN,1566567839,70,13.22,80.32,91.4,6.93
Elizabeth City,1,US,1566567562,83,36.3,-76.22,82.99,6.93
Shitkino,100,RU,1566567841,97,56.37,98.35,61.3,12.28
San Quintin,100,PH,1566567843,98,17.54,120.52,75.16,5.26
Meulaboh,100,ID,1566567555,71,4.14,96.13,83.08,6.35
Banikoara,81,BJ,1566567845,81,11.3,2.44,82.36,6.26
Karasjok,75,NO,1566567846,71,69.47,25.52,53.6,6.93
Isabela,100,PH,1566567847,78,10.2,122.99,81.64,15.12
Rabat,0,MA,1566567849,43,34.02,-6.83,99.0,9.17
Balkanabat,0,TM,1566567850,9,39.51,54.36,102.52,9.01
Sahuaripa,100,MX,1566567833,91,29.05,-109.23,72.28,1.32
Smithers,75,CA,1566567575,93,54.78,-127.17,48.2,5.82
Shingu,77,JP,1566567853,96,33.72,135.99,68.5,1.12
Beloha,0,MG,1566567856,71,-25.17,45.06,68.32,15.55
Guamuchil,100,MX,1566567857,96,25.47,-108.1,75.0,12.44
Chapais,90,CA,1566567858,100,49.78,-74.86,50.0,9.17
Dolakovo,40,RU,1566567859,38,43.24,44.59,87.8,4.47
Tooele,1,US,1566567861,54,40.53,-112.3,64.0,3.36
Nkayi,99,CG,1566567862,44,-4.18,13.29,88.12,6.85
Puerto Ayacucho,40,CO,1566567863,79,5.66,-67.63,84.2,10.29
Chaman,0,AF,1566567864,8,30.92,66.46,85.42,6.22
Maragogi,23,BR,1566567866,66,-9.01,-35.22,79.3,9.01
Vrangel,100,RU,1566567867,96,42.73,133.08,59.5,2.42
Port Hardy,90,CA,1566567868,93,50.7,-127.42,51.8,16.11
Buta,58,CD,1566567870,51,2.79,24.73,87.76,2.3
Neya,100,RU,1566567871,73,58.29,43.89,63.1,4.65
Mangan,99,IN,1566567872,94,27.5,88.54,60.4,1.77
Creazzo,20,IT,1566567873,54,45.53,11.48,84.99,3.36
Victoria,75,BN,1566567738,83,5.28,115.24,84.2,9.48
Rawson,100,AR,1566567877,34,-43.3,-65.11,56.8,27.07
Hobyo,1,SO,1566567878,69,5.35,48.53,81.1,28.3
Richards Bay,0,ZA,1566567880,63,-28.77,32.06,70.48,3.58
Surgana,85,IN,1566567881,90,20.56,73.64,74.08,4.0
Juneau,90,US,1566567882,93,58.3,-134.42,50.0,6.93
Mecca,0,SA,1566567883,25,21.43,39.83,98.2,11.7
Zephyrhills,40,US,1566567885,88,28.23,-82.18,84.99,8.05
Les Cayes,2,HT,1566567887,73,18.19,-73.75,83.8,14.99
Kitab,0,UZ,1566567888,26,39.12,66.88,84.2,18.34
Komsomolskiy,100,RU,1566567890,78,67.55,63.78,56.8,4.32
Saint-Pierre,0,FR,1566567892,36,48.95,4.24,86.0,10.29
Youghal,75,IE,1566567894,77,51.95,-7.85,64.99,14.99
Clinton,75,US,1566567895,93,41.28,-72.53,68.0,4.21
Warmbad,0,DE,1566567896,41,50.67,13.08,82.99,8.05
Timaru,2,NZ,1566567897,97,-44.39,171.25,44.01,4.38
Manuk Mangkaw,100,PH,1566567898,77,4.8,119.85,82.9,11.05
Hervey Bay,1,AU,1566567900,81,-25.3,152.85,55.0,6.93
Mumford,91,GH,1566567901,71,5.26,-0.76,82.54,7.49
Vila Velha,40,BR,1566567902,51,-3.71,-38.6,86.0,16.11
Adrar,0,DZ,1566567903,19,27.87,-0.29,104.0,9.17
Marsa Matruh,0,EG,1566567905,66,31.35,27.25,86.0,13.87
Eyl,2,SO,1566567908,29,7.98,49.82,93.16,16.06
Khandyga,96,RU,1566567909,74,62.65,135.58,57.16,0.67
Lobito,75,AO,1566567910,94,-12.35,13.55,71.6,5.82
Alofi,75,NU,1566567911,94,-19.06,-169.92,75.2,6.93
Bissau,40,GW,1566567913,70,11.86,-15.58,86.0,16.11
Nola,68,CF,1566567914,65,3.52,16.05,82.72,3.02
Troitsk,69,RU,1566567915,77,54.08,61.55,68.68,8.46
Werda,0,BW,1566567916,8,-25.27,23.28,81.82,5.84
Wylie,1,US,1566567917,78,33.02,-96.54,84.0,6.93
Canby,1,US,1566567919,87,45.26,-122.69,55.99,2.17
Cockburn Town,40,TC,1566567768,70,21.46,-71.14,87.8,13.87
Kamenka,0,MD,1566567921,48,48.03,28.7,80.01,5.99
Costa Rica,90,MX,1566567922,100,24.59,-107.39,75.2,5.61
Sarkikaraagac,0,TR,1566567924,45,38.08,31.37,76.24,17.92
Japura,18,ID,1566567925,71,-0.42,102.29,76.96,3.24
Xuddur,27,SO,1566567927,40,4.12,43.89,87.4,21.81
Lanas,0,FR,1566567928,30,44.53,4.4,93.2,2.24
Ishim,3,RU,1566567930,77,56.11,69.47,66.34,9.51
Mackay,90,CA,1566567931,100,53.65,-115.58,48.2,5.82
Svetlogorsk,40,RU,1566567932,39,53.14,59.15,78.8,13.42
Kuytun,0,RU,1566567933,84,54.34,101.51,62.56,7.14
Bolshevik,0,BY,1566567934,46,54.01,27.57,69.8,4.47
Sinfra,75,CI,1566567936,78,6.62,-5.91,80.6,11.41
Iquitos,75,PE,1566567937,100,-3.75,-73.25,73.4,1.12
Abu Samrah,0,SY,1566567938,24,35.3,37.18,95.5,17.45
Okha,100,RU,1566567940,94,53.59,142.95,49.78,11.3
Istok,0,PL,1566567942,41,52.66,23.48,75.99,4.47
The Valley,40,AI,1566567943,74,18.22,-63.06,86.0,14.99
Pringsewu,97,ID,1566567944,92,-5.36,104.98,71.56,3.69
Zhanaozen,0,KZ,1566567945,13,43.35,52.85,98.38,12.41
Kiruna,0,SE,1566567947,62,67.86,20.23,57.2,8.05
Luau,0,CD,1566567948,15,-10.7,22.23,86.5,3.38
Alabaster,40,US,1566567949,94,33.24,-86.82,82.0,3.36
Sambava,86,MG,1566567950,82,-14.27,50.17,70.48,4.65
Saint-Joseph,27,FR,1566567952,54,43.56,6.97,87.8,9.17
Moscavide,0,PT,1566567953,35,38.78,-9.1,93.0,5.82
Pingshan,0,CN,1566567954,79,28.83,104.35,75.7,2.33
Nampula,75,MZ,1566567955,54,-15.12,39.26,78.8,10.29
Kerman,0,IR,1566567956,5,30.29,57.06,87.8,9.17
Ketchikan,90,US,1566567959,100,55.34,-131.65,55.4,14.99
La Asuncion,0,AR,1566567960,25,-26.05,-65.39,64.72,6.04
Chaohu,0,CN,1566567961,61,31.63,117.88,80.6,6.71
Gold Coast,0,AU,1566567963,87,-28.0,153.41,57.0,4.7
Fauske,75,NO,1566567965,67,67.26,15.4,62.01,10.29
Hualmay,100,PE,1566567968,90,-11.1,-77.61,59.5,9.37
Abrau-Dyurso,0,RU,1566567969,41,44.7,37.6,93.2,15.66
Mao,75,DO,1566567973,88,19.55,-71.08,87.01,12.75
Athikia,0,GR,1566567974,24,37.82,22.93,95.0,11.41
Llangefni,75,GB,1566567976,82,53.26,-4.31,71.01,16.11
Alpena,75,US,1566567977,72,45.06,-83.43,64.4,4.7
Ardino,0,BG,1566567978,26,41.58,25.13,93.99,10.29
Manzanillo,100,MX,1566567979,68,19.05,-104.32,82.36,4.9
Maraa,24,BR,1566567980,76,-1.83,-65.37,84.88,2.24
Caramoran,100,PH,1566567982,74,13.98,124.13,83.44,23.49
Ballina,75,IE,1566567984,72,54.11,-9.15,66.99,19.46
Turka,0,RU,1566567986,72,52.95,108.22,53.38,4.03
Te Anau,44,NZ,1566567987,85,-45.41,167.72,38.08,6.33
